Short Country	Long Country	Holiday	Long Date	Short Date	Description
GB	United Kingdom	Battle of the Boyne	"Saturday, July 12, 2025"	12-Jul-25	Orangemen's Day is a bank holiday in Northern Ireland to commemorate the Battle of the Boyne.
GB	United Kingdom	Battle of the Boyne observed	"Monday, July 14, 2025"	14-Jul-25	Orangemen's Day is a bank holiday in Northern Ireland to commemorate the Battle of the Boyne.
GB	United Kingdom	Tisha B'Av	"Sunday, August 3, 2025"	3-Aug-25	"Tisha Bâ€™Av is a Jewish day of mourning, which falls on the ninth day of the month of Av in the Jewish calendar."
GB	United Kingdom	Summer Bank Holiday	"Monday, August 4, 2025"	4-Aug-25	"The summer bank holiday is on the first Monday of August in Scotland and the last Monday of August in England, Wales and Northern Ireland."
GB	United Kingdom	Assumption of Mary	"Friday, August 15, 2025"	15-Aug-25	The feast of the Dormition or Assumption of the Blessed Virgin Mary is celebrated by some Christian denominations in the United Kingdom on August 15.
GB	United Kingdom	Janmashtami (Smarta)	"Friday, August 15, 2025"	15-Aug-25	Janmashtami (Smarta) is a Hindu holiday in the United Kingdom
GB	United Kingdom	Janmashtami	"Saturday, August 16, 2025"	16-Aug-25	"Krishna Janmashtami is a Hindu festival that celebrates the birth of Krishna, the eighth incarnation of the god Vishnu. It is celebrated on the eighth day of the Hindu month of Bhadrava (Bhadrapada), which is usually in August or September."
GB	United Kingdom	Summer Bank Holiday	"Monday, August 25, 2025"	25-Aug-25	"The summer bank holiday is on the first Monday of August in Scotland and the last Monday of August in England, Wales and Northern Ireland."
GB	United Kingdom	Ganesh Chaturthi	"Tuesday, August 26, 2025"	26-Aug-25	"Ganesh Chaturthi is the great Ganesha festival that celebrates the birthday of Lord Ganesha during the Hindu Month of Bhadra, which usually falls between mid-August and mid-September. It is also known as Vinayaka Chaturthi and can last up to 10 days."
GB	United Kingdom	Milad un Nabi (Mawlid)	"Friday, September 5, 2025"	5-Sep-25	"Milad un Nabi, also called Mawlid, marks the birthday of prophet Muhammad."
GB	United Kingdom	September Equinox	"Monday, September 22, 2025"	22-Sep-25	September Equinox in the United Kingdom (London)
GB	United Kingdom	Rosh Hashana	"Tuesday, September 23, 2025"	23-Sep-25	"Rosh Hashanah, also spelled Rosh Hashana, is commonly known as the Jewish New Year."
GB	United Kingdom	Yom Kippur	"Thursday, October 2, 2025"	2-Oct-25	Yom Kippur is arguably the holiest of the Jewish holidays. It is celebrated in October or November.
GB	United Kingdom	Feast of St Francis of Assisi	"Saturday, October 4, 2025"	4-Oct-25	"Many churches in the United Kingdom celebrate the Feast of St Francis of Assisi to honor St Francis, the patron saint of animals and the environment, on October 4 each year."
GB	United Kingdom	First day of Sukkot	"Tuesday, October 7, 2025"	7-Oct-25	"Sukkot is a Jewish holiday lasting 7 days. It begins on the 15th of Tishrei, which falls into September or October."
GB	United Kingdom	Hoshana Rabbah	"Monday, October 13, 2025"	13-Oct-25	"Jewish people in the UK celebrate Hoshana Rabbah, also spelled Hoshana Raba, on the last day of the Sukkot festival."
GB	United Kingdom	Shemini Atzeret	"Tuesday, October 14, 2025"	14-Oct-25	"Shemini Atzeret, also spelled Shmini Atzeret, is a joyous Jewish holiday that immediately follows the Sukkot festival."
GB	United Kingdom	Simchat Torah	"Wednesday, October 15, 2025"	15-Oct-25	Simchat Torah (Simchas Torah or Simhat Torah) is a Jewish holiday that celebrates the completion of the annual reading of the Torah.
GB	United Kingdom	Diwali/Deepavali	"Tuesday, October 21, 2025"	21-Oct-25	"Diwali, also known as the Festival of Lights, marks the beginning of the Hindu New Year."
GB	United Kingdom	Daylight Saving Time ends	"Sunday, October 26, 2025"	26-Oct-25	Daylight Saving Time ends in the United Kingdom
GB	United Kingdom	Halloween	"Friday, October 31, 2025"	31-Oct-25	"Halloween is an observance celebrated at the end of October by holding parties, dressing up and going 'trick-or-treating'."
GB	United Kingdom	All Saints' Day	"Saturday, November 1, 2025"	1-Nov-25	"Many Christians in the United Kingdom observe All Saints' Day, also known as All Hallows' Day, each year."
GB	United Kingdom	All Souls' Day	"Sunday, November 2, 2025"	2-Nov-25	All Soulsâ€™ Day is observed among some Christian communities in the United Kingdom on November 2 each year.
GB	United Kingdom	Guy Fawkes Day	"Wednesday, November 5, 2025"	5-Nov-25	"Guy Fawkes' Night, or Bonfire Night, commemorates the prevention of a plot to blow up the Houses of Parliament in London in 1605."
GB	United Kingdom	Remembrance Sunday	"Sunday, November 9, 2025"	9-Nov-25	"The United Kingdom observes Remembrance Day to remember those who sacrificed their lives during wars and conflicts, including World War I."
GB	United Kingdom	First Sunday of Advent	"Sunday, November 30, 2025"	30-Nov-25	The first Sunday in Advent is the start of the liturgical or church year for many Christians as well as the Christmas season for people in the United Kingdom (UK).
GB	United Kingdom	St Andrew's Day	"Sunday, November 30, 2025"	30-Nov-25	St Andrew is the patron saint of Scotland and St Andrew's Day is a bank holiday in Scotland.
GB	United Kingdom	St Andrew's Day observed	"Monday, December 1, 2025"	1-Dec-25	St Andrew is the patron saint of Scotland and St Andrew's Day is a bank holiday in Scotland.
GB	United Kingdom	Feast of the Immaculate Conception	"Monday, December 8, 2025"	8-Dec-25	"The Feast of the Immaculate Conception celebrates the conception of Mary, mother of Jesus Christ, on December 8 each year."
GB	United Kingdom	First Day of Hanukkah	"Monday, December 15, 2025"	15-Dec-25	Jewish people around the world celebrate Hanukkah to commemorate an event traditionally termed the miracle of the cruse of oil.
GB	United Kingdom	December Solstice	"Sunday, December 21, 2025"	21-Dec-25	December Solstice in the United Kingdom (London)
GB	United Kingdom	Last day of Hanukkah	"Monday, December 22, 2025"	22-Dec-25	The eighth and last day of Hanukkah marks the end of a period in which Jews commemorate the miracle of the cruse of oil.
GB	United Kingdom	Christmas Eve	"Wednesday, December 24, 2025"	24-Dec-25	"Christmas Eve is the day before Christmas Day. It is not a public holiday in England, Scotland, Wales or Northern Ireland."
GB	United Kingdom	Christmas Day	"Thursday, December 25, 2025"	25-Dec-25	Christmas Day is a holiday that traditionally celebrates Jesus Christ's birth. It is on December 25 in the United Kingdom.
GB	United Kingdom	Boxing Day	"Friday, December 26, 2025"	26-Dec-25	Boxing Day is a holiday in the United Kingdom that falls on December 26 each year.
GB	United Kingdom	New Year's Eve	"Wednesday, December 31, 2025"	31-Dec-25	"New Year's Eve, or Hogmanay in Scotland, is the last day of the year in the Gregorian calendar."
US	United States	New Year's Day	"Wednesday, January 1, 2025"	1-Jan-25	"New Year's Day is the first day of the Gregorian calendar, which is widely used in many countries such as the USA."
US	United States	Last Day of Chanukah	"Thursday, January 2, 2025"	2-Jan-25	"The last day of Hanukkah marks the end of a festive Jewish occasion, known as Hanukkah or Chanukah."
US	United States	World Braille Day	"Saturday, January 4, 2025"	4-Jan-25	"World Braille Day celebrates the life and achievements of Louis Braille, who invented the braille code for the visually impaired."
US	United States	Epiphany	"Monday, January 6, 2025"	6-Jan-25	"Many people in the United States annually observe Epiphany, or Three Kingsâ€™ Day, on January 6. It is a Christian observance and a public holiday in the US Virgin Islands."
US	United States	Orthodox Christmas Day	"Tuesday, January 7, 2025"	7-Jan-25	Many Orthodox Christian churches in countries such as the United States observe Christmas Day on or near January 7 in the Gregorian calendar.
US	United States	International Programmers' Day	"Tuesday, January 7, 2025"	7-Jan-25	"Many people celebrate International Programmersâ€™ Day on January 7, while others observe this event on the 256th day of the year, usually on September 13 or on September 12 in leap years."
US	United States	Estelle Reel Day	"Tuesday, January 7, 2025"	7-Jan-25	Estelle Reel Day is a state observance in the USA
US	United States	Battle of New Orleans	"Wednesday, January 8, 2025"	8-Jan-25	Battle of New Orleans is a state legal holiday in the USA
US	United States	National Day of Mourning for Jimmy Carter	"Thursday, January 9, 2025"	9-Jan-25	National Day of Mourning for Jimmy Carter is a federal holiday in the USA
US	United States	Asarah B'Tevet	"Friday, January 10, 2025"	10-Jan-25	Asarah B'Tevet is a Jewish holiday in the USA
US	United States	Stephen Foster Memorial Day	"Monday, January 13, 2025"	13-Jan-25	"Stephen Foster Memorial Day is annually observed in the United States on January 13. The day remembers the achievements of Stephen Foster, who is known as the â€œfather of American musicâ€."
US	United States	Orthodox New Year	"Tuesday, January 14, 2025"	14-Jan-25	Many Orthodox Christian churches in countries such as the United States celebrate New Yearâ€™s Day on January 14 in the Gregorian calendar.
US	United States	World Religion Day	"Sunday, January 19, 2025"	19-Jan-25	World Religion Day fosters interfaith dialogue and understanding of all religions.
US	United States	Robert E. Lee's Birthday	"Sunday, January 19, 2025"	19-Jan-25	Robert E. Leeâ€™s birthday is an annual official state holiday that is shared with Martin Luther Kingâ€™s birthday in some parts of the US.
US	United States	Confederate Heroes' Day	"Sunday, January 19, 2025"	19-Jan-25	On Confederate Memorial Day remembers the soldiers who died fighting for the Confederate States of America during the American Civil War (1861-1865). It is a state holiday in some parts of the United States.
US	United States	Martin Luther King Jr. Day	"Monday, January 20, 2025"	20-Jan-25	Martin Luther King Day marks the anniversary of the date of birth of the influential American civil right leader of the same name.
US	United States	Robert E. Lee's Birthday	"Monday, January 20, 2025"	20-Jan-25	Robert E. Leeâ€™s birthday is an annual official state holiday that is shared with Martin Luther Kingâ€™s birthday in some parts of the US.
US	United States	Idaho Human Rights Day	"Monday, January 20, 2025"	20-Jan-25	"Idaho Human Rights Day is a state holiday in Idaho, the United States, on the third Monday of January."
US	United States	Civil Rights Day	"Monday, January 20, 2025"	20-Jan-25	Civil Rights Day is on the third Monday of January in Arizona and New Hampshire. It honors civil rights activists such as Martin Luther King Jr.
US	United States	Inauguration Day	"Monday, January 20, 2025"	20-Jan-25	"On Inauguration Day, the president and vice-president of the United States of America are sworn in and take office."
US	United States	International Day of Education	"Friday, January 24, 2025"	24-Jan-25	International Day of Education is a United Nations observance in the USA
US	United States	International Customs Day	"Sunday, January 26, 2025"	26-Jan-25	International Customs Day celebrates custom personnel and agencies worldwide.
US	United States	World Leprosy Day	"Sunday, January 26, 2025"	26-Jan-25	"World Leprosy Day brings awareness of leprosy, also known as Hansen's disease, and ways to prevent the disease."
US	United States	International Day of Commemoration in Memory of the Victims of the Holocaust	"Monday, January 27, 2025"	27-Jan-25	The United Nations' (UN) International Day of Commemoration in Memory of the Victims of the Holocaust remembers those who died and suffered during the Holocaust before and during World War II. It is on January 27 each year.
US	United States	Isra and Mi'raj	"Tuesday, January 28, 2025"	28-Jan-25	"Isra and Mi'raj (Isra Me'raj, Israa and Mi'raaj, Laylat Al-Isra wa Al-Miraj, Lailat al Miraj, Night Journey and Ascension to Heaven) marks the night when the Prophet Mohammad traveled from Mecca to Jerusalem, ascended to heaven and returned."
US	United States	Kansas Day	"Wednesday, January 29, 2025"	29-Jan-25	Kansas Day is an annual observance that commemorates the state's admission to the Union in 1861.
US	United States	Lunar New Year	"Wednesday, January 29, 2025"	29-Jan-25	Lunar New Year marks the first day of the New Year in the Chinese calendar.
US	United States	National Freedom Day	"Saturday, February 1, 2025"	1-Feb-25	National Freedom Day in the United States is observed on February 1 each year.
US	United States	First Day of Black History Month	"Saturday, February 1, 2025"	1-Feb-25	First Day of Black History Month is a annual monthly observance in the USA
US	United States	World Wetlands Day	"Sunday, February 2, 2025"	2-Feb-25	World Wetlands Day raises awareness about the important role that the wetlands play in the environment and in our lives.
US	United States	Groundhog Day	"Sunday, February 2, 2025"	2-Feb-25	Many people in the United States observe Groundhog Day on February 2.
US	United States	International Day of Human Fraternity	"Tuesday, February 4, 2025"	4-Feb-25	International Day of Human Fraternity is a United Nations observance in the USA
US	United States	World Cancer Day	"Tuesday, February 4, 2025"	4-Feb-25	World Cancer Day is an annual global event on February 4 to raise peopleâ€™s awareness of cancer.
US	United States	Rosa Parks Day	"Tuesday, February 4, 2025"	4-Feb-25	The life of American civil rights leader Rosa Parks is celebrated in the United States on either February 4 or December 1.
US	United States	National Girls and Women in Sports Day	"Wednesday, February 5, 2025"	5-Feb-25	National Girls and Women in Sports Day is a observance in the USA
US	United States	International Day of Zero Tolerance for Female Genital Mutilation	"Thursday, February 6, 2025"	6-Feb-25	The International Day of Zero Tolerance for Female Genital Mutilation is an awareness campaign to end a harmful practice that violates girlsâ€™ and womenâ€™s rights.
US	United States	Ronald Reagan Day	"Thursday, February 6, 2025"	6-Feb-25	Ronald Reagan Day is a state observance in the USA
US	United States	Lunar New Year	"Friday, February 7, 2025"	7-Feb-25	Lunar New Year marks the first day of the New Year in the Chinese calendar.
US	United States	National Wear Red Day	"Friday, February 7, 2025"	7-Feb-25	National Wear Red DayÂ® raises public awareness of heart disease in women and ways to avoid and combat this problem.
US	United States	Super Bowl	"Sunday, February 9, 2025"	9-Feb-25	The Super Bowl is the championship game of the National Football League (NFL) in the United States. It is played every year in February.
US	United States	World Pulses Day	"Monday, February 10, 2025"	10-Feb-25	World Pulses Day is a United Nations observance in the USA
US	United States	International Day of Women and Girls in Science	"Tuesday, February 11, 2025"	11-Feb-25	The International Day of Women and Girls in Science is a UN holiday to recognize the critical role women and girls play in science and technology communities.
US	United States	World Day of the Sick	"Tuesday, February 11, 2025"	11-Feb-25	World Day of the Sick is a global event when people remember or pray for the sick.
US	United States	Lincoln's Birthday	"Wednesday, February 12, 2025"	12-Feb-25	"Lincolnâ€™s Birthday is observed in the United States in honor of Abraham Lincoln, who was the nationâ€™s 16th president and was known as the Great Emancipator."
US	United States	Georgia Day	"Wednesday, February 12, 2025"	12-Feb-25	Georgia Day is a state observance in the USA
US	United States	Tu Bishvat/Tu B'Shevat	"Thursday, February 13, 2025"	13-Feb-25	"Tu Bâ€™Shevat, known as the â€œNew Year for Treesâ€, is a Jewish festival similar to Arbor Day."
US	United States	World Radio Day	"Thursday, February 13, 2025"	13-Feb-25	World Radio Day is an annual United Nations (UN) event that promotes the importance of the radio in communicating information worldwide.
